Date,Available,Missing,Complete
2013-08-11,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-12,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-13,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-14,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-15,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-16,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-17,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-18,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-19,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-20,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-21,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-22,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-23,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-24,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-25,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-26,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-27,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-28,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-29,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-30,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-08-31,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-01,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-02,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-03,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-04,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-05,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-06,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-07,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-08,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-09,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-10,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-11,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-12,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-13,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-14,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-15,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-16,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-17,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-18,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-19,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-20,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-21,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-22,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-23,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-24,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-25,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-26,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-27,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-28,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-29,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-09-30,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-01,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-02,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-03,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-04,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-05,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-06,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-07,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-08,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-09,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-10,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-11,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-12,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-13,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-14,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-15,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-16,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-17,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-18,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-19,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-20,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-21,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-22,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-23,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-24,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-25,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-26,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-27,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-28,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-29,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-30,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-10-31,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-01,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-02,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-03,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-04,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-05,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-06,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2013-11-07,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2014-05-08,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
2014-05-09,"{'DNB_BRDF_Corrected_NTL', 'Mandatory_Quality_Flag', 'Gap_Filled_DNB_BRDF_Corrected_NTL', 'Snow_Flag', 'DNB_Lunar_Irradiance', 'Latest_High_Quality_Retrieval', 'QF_Cloud_Mask'}",,True
